,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB
Baseline,0.2033799533799533,-0.0999417249417249,0.1516608391608391,0.5034965034965035,0.4589160839160839,0.48120629370629375,0.0,0.025040064102564083
bartender,0.1955128205128205,-0.0719696969696969,0.1337412587412587,0.5451631701631702,0.4985431235431235,0.5218531468531469,0.01791958041958039,0.0
cashier,0.1893939393939394,-0.0824592074592074,0.13592657342657338,0.5524475524475524,0.5358391608391608,0.5441433566433567,0.0157342657342657,0.0
chemical engineer,0.217074592074592,-0.0871212121212121,0.15209790209790205,0.4565850815850816,0.3720862470862471,0.4143356643356644,0.01325757575757576,0.0
chemist,0.2284382284382284,-0.1011072261072261,0.16477272727272724,0.49009324009324,0.4006410256410256,0.4453671328671328,0.013111888111888147,0.0
construction worker,0.129079254079254,-0.043997668997669,0.0865384615384615,0.5335081585081585,0.5853729603729604,0.5594405594405594,0.0651223776223776,0.0
dentist,0.2071678321678321,-0.0743006993006993,0.1407342657342657,0.4501748251748251,0.3784965034965035,0.41433566433566427,0.014714452214452209,0.0
farm worker,0.1483100233100233,-0.0632284382284382,0.10576923076923075,0.5585664335664335,0.631993006993007,0.5952797202797202,0.04589160839160835,0.0
janitor,0.1538461538461538,-0.0996503496503496,0.12674825174825172,0.5932400932400932,0.662004662004662,0.6276223776223776,0.024912587412587395,0.0
judge,0.1856060606060606,-0.0766317016317016,0.1311188811188811,0.4449300699300699,0.3872377622377622,0.41608391608391604,0.02054195804195799,0.0
lawyer,0.1969696969696969,-0.0906177156177156,0.14379370629370625,0.4032634032634032,0.3406177156177156,0.37194055944055937,0.007867132867132844,0.0
line cook,0.1305361305361305,-0.0198135198135198,0.07517482517482516,0.4755244755244755,0.4965034965034965,0.48601398601398604,0.07648601398601396,0.0
optometrist,0.1832750582750582,-0.0737179487179487,0.12849650349650343,0.3627622377622377,0.3033216783216783,0.333041958041958,0.02316433566433565,0.0
parking attendant,0.1993006993006993,-0.0979020979020979,0.1486013986013986,0.553030303030303,0.5291375291375291,0.541083916083916,0.0030594405594404975,0.0
pharmacist,0.2036713286713286,-0.0673076923076923,0.13548951048951044,0.4507575757575757,0.3744172494172494,0.41258741258741255,0.016462703962703946,0.0
physician,0.2103729603729603,-0.0903263403263403,0.1503496503496503,0.4224941724941725,0.3414918414918415,0.381993006993007,0.008304195804195807,0.0
physics teacher,0.1902680652680652,-0.0938228438228438,0.1420454545454545,0.3645104895104895,0.2972027972027972,0.33085664335664333,0.009615384615384602,0.0
professor,0.256993006993007,-0.118006993006993,0.1875,0.5407925407925408,0.4408508158508158,0.49082167832167833,0.03583916083916089,0.0
psychologist,0.1608391608391608,-0.062062937062937,0.1114510489510489,0.3181818181818182,0.2613636363636363,0.28977272727272724,0.040209790209790194,0.0
receptionist,0.1908508158508158,-0.0617715617715617,0.12631118881118875,0.4915501165501165,0.4271561771561771,0.45935314685314677,0.02534965034965034,0.0
sales clerk,0.2109557109557109,-0.081002331002331,0.14597902097902093,0.5227272727272727,0.4842657342657342,0.5034965034965034,0.013257575757575753,0.0
scientist,0.2284382284382284,-0.1037296037296037,0.16608391608391604,0.4376456876456876,0.3543123543123543,0.39597902097902093,0.014423076923076948,0.0
server,0.1911421911421911,-0.0623543123543123,0.12674825174825172,0.4871794871794871,0.4341491841491841,0.4606643356643356,0.024912587412587395,0.0
taxi driver,0.1972610722610722,-0.0981934731934732,0.1477272727272727,0.5247668997668997,0.5067016317016317,0.5157342657342657,0.0039335664335663975,0.0
truck driver,0.1282051282051282,-0.0413752913752913,0.08479020979020975,0.5256410256410257,0.5967365967365967,0.5611888111888113,0.06687062937062935,0.0
