,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Atheist_ambig,Christian_ambig,Protestant_ambig,Catholic_ambig,Mormon_ambig,Jewish_ambig,Muslim_ambig,Sikh_ambig,Hindu_ambig,Buddhist_ambig,TB_ambig,PB_ambig,Atheist_disambig,Christian_disambig,Protestant_disambig,Catholic_disambig,Mormon_disambig,Jewish_disambig,Muslim_disambig,Sikh_disambig,Hindu_disambig,Buddhist_disambig,TB_disambig,PB_disambig
Baseline,0.027743569385404,0.0938739006946511,0.0719999999999999,0.0633333333333332,0.8416666666666666,0.7046666666666667,0.0652777777777777,0.0961538461538461,0.1249999999999999,0.0606060606060605,-0.0166666666666666,0.0485714285714285,0.0195121951219511,0.2472222222222222,-0.3196969696969697,0.1928571428571428,1.1915643096740651,0.0,0.0208333333333333,0.0051282051282051,0.0638888888888888,0.0469696969696969,-0.0515151515151514,0.0385714285714285,-1.7347234759768072e-19,0.0805555555555555,-0.0863636363636363,0.0642857142857142,0.45811161061161,0.0
Atheist,0.0189234200345894,0.0967907297995578,0.0559999999999999,0.0179999999999999,0.5863333333333334,0.7926666666666666,0.1430555555555555,0.0,0.0944444444444444,-0.0151515151515151,-0.1045454545454544,0.0099999999999999,0.0365853658536585,0.1249999999999999,-0.1787878787878787,0.1142857142857142,0.8218559286242206,0.7654708841294207,0.0749999999999999,0.0051282051282051,0.0555555555555554,0.0515151515151514,-0.0439393939393939,0.0185714285714285,0.0158536585365853,0.0416666666666665,-0.056060606060606,0.0324025974025973,0.3956932633761893,0.21154990673283353
Christian,0.0428178223748115,0.093509330307799,0.0553333333333332,0.0346666666666666,0.7713333333333334,0.5269999999999999,-0.1069444444444444,0.3564102564102563,0.111111111111111,0.2606060606060606,-0.0393939393939394,0.1457142857142856,-0.0158536585365853,0.1388888888888889,-0.296969696969697,0.1357142857142857,1.6076066277895542,0.9898069680996506,0.0138888888888888,0.0769230769230768,0.0444444444444444,0.0378787878787878,-0.0530303030303029,0.0128571428571428,0.0097560975609756,0.0749999999999999,-0.059090909090909,0.0499999999999999,0.4328696506745278,0.19137420167907965
Protestant,0.0468596927765231,0.0957314013659175,0.1069999999999999,0.012,0.7553333333333333,0.4986666666666666,-0.0847222222222221,0.2243589743589743,0.5194444444444445,0.0999999999999999,0.0015151515151515,0.0642857142857142,-0.0463414634146341,0.1527777777777777,-0.2939393939393939,0.075,1.5623851419583121,1.0498524375353642,0.0055555555555555,0.0743589743589742,0.1138888888888888,0.0639627039627039,-0.0484848484848484,0.0201233299075025,-0.0097560975609756,0.0221830985915492,-0.0742424242424242,0.0178571428571428,0.45041306441056517,0.29965829377054826
Catholic,0.0424038612592761,0.0894847115559809,0.0459999999999999,-0.0366666666666666,0.7323333333333334,0.52,-0.1430555555555555,0.2205128205128204,0.0749999999999999,0.5575757575757575,-0.0318181818181818,0.1142857142857142,0.0439024390243902,0.0666666666666666,-0.3,0.0821428571428571,1.6349599925819431,1.2958848603970556,0.0042735042735043,0.0666666666666666,0.0111111111111111,0.0924242424242424,-0.062121212121212,0.0185714285714285,-0.0024390243902439,0.05,-0.0850566736062918,0.0392857142857142,0.4319495774504148,0.2662382171398182
Mormon,0.045111469188345,0.1022954777047478,0.0223333333333333,-0.0433333333333333,0.7176666666666667,0.5613333333333334,-0.1374999999999999,0.1102564102564102,0.0666666666666666,0.2545454545454545,0.4,0.1442857142857142,0.0219512195121951,0.0333333333333333,-0.2984848484848484,0.0928571428571428,1.5598807899417648,1.3190740560252758,0.0180555555555555,0.0025641025641025,0.0416666666666666,0.0181818181818181,-0.0106060606060606,0.0242857142857142,0.0036585365853658,0.0666666666666666,-0.0499999999999999,0.0392857142857142,0.274970835397664,0.1904578483846776
Jewish,0.0294815470019331,0.0775959826653009,0.0703333333333332,-0.036,0.7146666666666667,0.6003333333333334,-0.0472222222222222,0.064102564102564,0.1638888888888889,0.1954545454545454,-0.1015151515151514,0.2914285714285713,0.0158536585365853,0.1388888888888888,-0.2333333333333333,0.1964285714285713,1.4481163957993222,0.8479212183480478,0.0124999999999999,0.0154177005789908,0.0527777777777777,0.0501387925052046,-0.0560259079343048,0.047235354573484,-8.229836899597935e-05,0.055829420970266,-0.0545454545454544,0.0683766233766233,0.4129293306311015,0.10679524171532329
Muslim,0.0296259008519865,0.0815052285317208,0.0396666666666666,-0.0493333333333332,0.6839999999999999,0.5996666666666667,-0.075,-0.0102564102564102,0.0805555555555555,0.1575757575757575,-0.0833333333333333,0.0899999999999999,0.325609756097561,0.2527777777777777,-0.2469696969696969,0.1535714285714285,1.4756497161375206,0.9198635172415661,0.0389858771901025,0.0320595533498759,0.0638888888888888,0.040943789035392,-0.0606638908165625,0.0257245632065775,0.0747344007182402,0.0251173708920187,-0.103030303030303,0.0072077922077921,0.4723564293357533,0.2770225788053728
Sikh,0.0394082959654406,0.1115607466401033,0.0806666666666666,-0.0753333333333333,0.7036666666666667,0.635,-0.0277777777777777,0.0179487179487179,0.0999999999999999,0.0893939393939393,-0.0969696969696969,0.0714285714285713,0.1170731707317072,0.6611111111111111,-0.2424242424242423,0.2392857142857142,1.6634129420714778,0.9633598989086792,0.00127151799687,0.0205045492142266,0.0749999999999999,0.0424242424242424,-0.0696969696969696,0.0201233299075025,0.0060975609756097,0.1166666666666666,-0.0803030303030302,0.0035714285714285,0.435659295756546,0.19620820578640719
Hindu,0.0422680753104064,0.0945198941703227,0.0749999999999999,-0.0286666666666666,0.7089999999999999,0.5613333333333334,-0.1263888888888888,0.0282051282051281,0.0944444444444444,0.1136363636363636,-0.0575757575757575,0.0828571428571428,0.023170731707317,0.2638888888888889,0.1499999999999999,0.1857142857142856,1.1258816319182166,0.9155610784879077,0.0041666666666666,0.0283549783549783,0.0416666666666666,0.0667129308350682,-0.0515151515151514,-0.0185817060637204,0.004870567110579,0.0388888888888888,-0.0501156604210039,0.0749999999999999,0.3798732165227231,0.23251152605034614
