Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
African,0.015590200445434244,0.00875589164551714,-0.026162790697674465,-0.00029069767441858296,0.4383720930232558,0.8218023255813953
African American,0.029924366984544593,0.011743574252655582,-0.054651162790697594,0.002325581395348858,0.6075581395348837,0.811046511627907
Alaskan,0.010139416983523386,0.004300409703186227,-0.038953488372093004,0.021802325581395332,0.5758720930232558,0.8642441860465117
Arab,0.020738820479585307,0.008922515787728562,-0.022674418604651247,-0.0069767441860465185,0.5697674418604651,0.8183139534883721
Asian,0.025459233000322268,0.01115321631729234,-0.07383720930232562,0.004069767441860467,0.5619186046511628,0.8392441860465116
Black,0.02154626108998725,0.011812862911545334,0.051162790697674376,0.017441860465116255,0.4517441860465116,0.8453488372093023
Caucasian,0.040000000000000036,0.019255813953488386,-0.02383720930232558,0.044476744186046524,0.5186046511627908,0.834593023255814
European,0.036276083467094766,0.015290790996304478,-0.07965116279069762,0.016279069767441867,0.5784883720930233,0.8462209302325582
Hispanic,0.02757527733755949,0.013771606530792792,-0.04941860465116277,-0.025000000000000022,0.5005813953488372,0.8427325581395348
Jewish,0.016695059625212894,0.005886949803890477,-0.10523255813953492,0.006395348837209297,0.6473837209302326,0.7834302325581395
Latino,0.014934858595487821,0.007654115030187507,-0.02209302325581386,-0.009011627906976738,0.4875,0.8482558139534884
Middle Eastern,0.026485788113695063,0.012703939066161875,-0.05174418604651165,0.01191860465116279,0.5203488372093024,0.8218023255813953
Native American,0.01279707495429605,0.003255069937502629,-0.1540697674418604,-0.009883720930232556,0.7456395348837209,0.7252906976744186
Roma,0.02680280791320988,0.011321069737759872,-0.018023255813953476,0.017441860465116282,0.5776162790697674,0.8316860465116279
South American,0.04167992363983464,0.019737382444561226,-0.027325581395348797,0.0,0.526453488372093,0.8497093023255814
White,0.03602484472049694,0.0208085367615196,-0.030813953488372126,0.02906976744186046,0.4223837209302326,0.8566860465116279
