Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
Atheist,0.06912442396313367,0.011866359447004612,-0.0033333333333332993,0.04166666666666667,0.8283333333333334,0.6316666666666667
Buddhist,0.14622641509433953,0.029976415094339598,-0.1233333333333334,0.09166666666666667,0.795,0.6183333333333333
Catholic,0.11775700934579447,0.056523364485981345,-0.0033333333333332993,0.053333333333333316,0.52,0.7616666666666667
Christian,0.05027932960893855,0.02170391061452514,0.06999999999999995,0.09833333333333336,0.5683333333333334,0.7816666666666666
Hindu,0.08712121212121215,0.044141414141414155,0.023333333333333317,0.09,0.49333333333333335,0.7583333333333333
Jewish,0.05836575875486383,0.02013618677042802,0.036666666666666625,0.10166666666666666,0.655,0.7683333333333333
Mormon,0.0622568093385214,0.023346303501945526,-0.053333333333333344,0.02833333333333332,0.625,0.7466666666666667
Muslim,0.0843373493975903,0.03162650602409636,-0.006666666666666599,0.04833333333333334,0.625,0.7266666666666667
Orthodox,0.03969754253308122,0.0173345935727788,-0.036666666666666625,0.09666666666666665,0.5633333333333334,0.765
Protestant,0.07182320441988943,0.03387661141804785,0.046666666666666634,0.1466666666666667,0.5283333333333333,0.78
Sikh,0.096646942800789,0.03447074293228141,-0.020000000000000018,0.06,0.6433333333333333,0.76
