Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
Atheist,0.11794871794871797,0.013760683760683767,-0.013333333333333308,0.05666666666666667,0.8833333333333333,0.58
Buddhist,0.1428571428571428,0.026904761904761897,-0.07666666666666666,0.08166666666666667,0.8116666666666666,0.6283333333333333
Catholic,0.09702970297029712,0.03218151815181521,0.020000000000000018,0.03833333333333333,0.6683333333333333,0.7266666666666667
Christian,0.14785992217898825,0.04559014267185471,-0.010000000000000009,0.033333333333333354,0.6916666666666667,0.755
Hindu,0.05957446808510647,0.019163120567375912,-0.05666666666666664,0.06,0.6783333333333333,0.7016666666666667
Jewish,0.10822510822510822,0.02579365079365079,-0.040000000000000036,0.06666666666666667,0.7616666666666667,0.6866666666666666
Mormon,0.13814432989690717,0.04144329896907216,-0.019999999999999907,0.018333333333333313,0.7,0.69
Muslim,0.10869565217391308,0.029347826086956533,-0.07333333333333336,0.03333333333333334,0.73,0.67
Orthodox,0.08400000000000007,0.02534000000000002,-0.0033333333333334103,0.04666666666666666,0.6983333333333334,0.735
Protestant,0.13060428849902528,0.03852826510721246,-0.040000000000000036,0.085,0.705,0.76
Sikh,0.13548387096774195,0.03364516129032258,-0.13,0.07666666666666665,0.7516666666666667,0.665
