,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,-0.0096153846153846,0.0,0.0048076923076923,0.0113636363636363,0.0005827505827505,0.0059731934731934,0.0,0.0020942599067598944,-1.8680823997477253e-05,0.7453379953379954
bartender,-0.0037878787878787,0.0002913752913752,0.0020396270396269497,0.009032634032634,0.0002913752913752,0.0046620046620046,0.0030594405594405504,0.0,-0.0001106238394373,0.6870629370629371
cashier,-0.0072843822843822,0.0,0.0036421911421911,0.0119463869463869,0.0,0.00597319347319345,0.0011655011655012002,0.0,-0.0001213570392765,0.7170745920745921
chemical engineer,-0.0064102564102564,0.0002913752913752,0.0033508158508158,0.0093240093240093,0.0008741258741258,0.00509906759906755,0.0017482517482517003,0.0,-7.219918724343542e-05,0.6585081585081585
chemist,-0.0087412587412587,0.0,0.00437062937062935,0.011072261072261,0.0,0.0055361305361305,0.00043706293706295,0.0,-9.395844590127764e-05,0.6523892773892774
construction worker,-0.0064102564102564,0.0,0.0032051282051282,0.0104895104895104,0.0,0.0052447552447552,0.0016025641025641003,0.0,-2.166359043682465e-05,0.7054195804195804
dentist,-0.0093240093240093,0.0002913752913752,0.00480769230769225,0.011072261072261,0.0002913752913752,0.0056818181818181,0.0002913752913752503,0.0,-5.582849486377888e-05,0.6523892773892774
farm worker,-0.0043706293706293,-0.0002913752913752,0.00233100233100225,0.0096153846153846,0.0002913752913752,0.0049533799533799,0.0027680652680652502,0.0,-0.0001092957605735,0.7065850815850816
janitor,-0.0072843822843822,-0.0005827505827505,0.00393356643356635,0.0101981351981351,0.0005827505827505,0.0053904428904428,0.0014568764568764503,0.0,-7.966171759275244e-05,0.7094988344988346
judge,-0.0032051282051282,0.0002913752913752,0.0017482517482517,0.0049533799533799,0.0002913752913752,0.00262237762237755,0.0033508158508158002,0.0,-6.084402836142937e-05,0.6276223776223776
lawyer,-0.0029137529137529,0.0,0.00145687645687645,0.0081585081585081,0.0,0.00407925407925405,0.00335081585081585,0.0,-6.798756798756776e-05,0.629079254079254
line cook,-0.0072843822843822,0.0,0.0036421911421911,0.0113636363636363,0.0,0.00568181818181815,0.0011655011655012002,0.0,-7.219591082361055e-05,0.6876456876456877
optometrist,-0.0058275058275058,0.0,0.0029137529137529,0.0099067599067599,0.0005827505827505,0.0052447552447552,0.0018939393939394,0.0,-0.0001134001134001,0.6465617715617715
parking attendant,-0.004079254079254,-0.0005827505827505,0.00233100233100225,0.0116550116550116,0.0005827505827505,0.0061188811188810505,0.00305944055944055,0.0,3.5619266388497685e-05,0.6998834498834499
pharmacist,-0.0017482517482517,0.0,0.00087412587412585,0.0058275058275058,0.0,0.0029137529137529,0.00393356643356645,0.0,-5.193855461235112e-05,0.6538461538461539
physician,-0.0034965034965034,0.0002913752913752,0.0018939393939392999,0.0064102564102564,0.0008741258741258,0.0036421911421911,0.0032051282051282002,0.0,-3.9375039375039214e-05,0.6468531468531469
physics teacher,-0.0064102564102564,0.0011655011655011,0.00378787878787875,0.0099067599067599,0.0011655011655011,0.0055361305361305,0.0021853146853146503,0.0,-8.559728887150499e-05,0.6404428904428905
professor,-0.0055361305361305,0.0008741258741258,0.00320512820512815,0.0096153846153846,0.0008741258741258,0.0052447552447552,0.0024766899766899505,0.0,-0.0001374585649325,0.6439393939393939
psychologist,-0.0002913752913752,0.0005827505827505,0.00043706293706285,0.0026223776223776,0.0005827505827505,0.00160256410256405,0.0049533799533799504,0.0,-3.532244787635272e-05,0.6078088578088578
receptionist,-0.0084498834498834,-0.0002913752913752,0.0043706293706293,0.0113636363636363,0.0002913752913752,0.00582750582750575,0.0007284382284382003,0.0,-6.838648917441901e-05,0.6952214452214452
sales clerk,-0.0064102564102564,0.0002913752913752,0.0033508158508158,0.011072261072261,0.0002913752913752,0.0056818181818181,0.0017482517482517003,0.0,-5.133470225872724e-05,0.7092074592074592
scientist,-0.0067016317016317,0.0005827505827505,0.0036421911421911,0.0084498834498834,0.0005827505827505,0.00451631701631695,0.0017482517482517001,0.0,-0.0001276842932109,0.638986013986014
server,-0.0084498834498834,0.0,0.0042249417249417,0.0119463869463869,0.0005827505827505,0.0062645687645687,0.0005827505827506003,0.0,-3.512373356185948e-05,0.7275641025641025
taxi driver,-0.0069930069930069,0.0002913752913752,0.00364219114219105,0.0104895104895104,0.0002913752913752,0.0053904428904428,0.00145687645687645,0.0,-3.0516053564981576e-05,0.7205710955710956
truck driver,-0.0061188811188811,-0.0002913752913752,0.00320512820512815,0.0107808857808857,0.0002913752913752,0.00553613053613045,0.0018939393939393502,0.0,-0.0001095359710363,0.7065850815850816
