,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB
Baseline,0.0495337995337995,-0.0002913752913752,0.02491258741258735,1.2173659673659674,1.266025641025641,1.2416958041958042,0.0,0.06637286324786323
bartender,-0.0131118881118881,0.0638111888111888,0.03846153846153845,1.212995337995338,1.334207459207459,1.2736013986013985,0.0633741258741258,0.0
cashier,0.0186480186480186,0.0273892773892773,0.02301864801864795,1.1113053613053614,1.19988344988345,1.1555944055944058,0.0292832167832167,0.0
chemical engineer,0.1911421911421911,-0.1401515151515151,0.16564685314685312,1.3146853146853146,1.2246503496503496,1.269667832167832,0.14073426573426576,0.0
chemist,0.2004662004662004,-0.1474358974358974,0.1739510489510489,1.3047785547785549,1.2196969696969695,1.262237762237762,0.14903846153846156,0.0
construction worker,-0.0075757575757575,0.0195221445221445,0.013548951048951,1.0757575757575757,1.2100815850815851,1.1429195804195804,0.03846153846153835,0.0
dentist,0.1558857808857809,-0.1089743589743589,0.1324300699300699,1.2584498834498834,1.210955710955711,1.234702797202797,0.10751748251748255,0.0
farm worker,-0.0273892773892773,0.0608974358974358,0.04414335664335655,1.106643356643357,1.2753496503496504,1.1909965034965038,0.0690559440559439,0.0
janitor,0.0206876456876456,0.0145687645687645,0.01762820512820505,1.0352564102564104,1.1684149184149184,1.1018356643356644,0.0218531468531468,0.0
judge,0.1069347319347319,-0.0565268065268065,0.08173076923076919,1.1366550116550116,1.1264568764568763,1.131555944055944,0.05681818181818185,0.0
lawyer,0.1081002331002331,-0.0614801864801864,0.08479020979020975,1.1856060606060606,1.1273310023310024,1.1564685314685315,0.0598776223776224,0.0
line cook,-0.011072261072261,0.0291375291375291,0.02010489510489505,1.1182983682983685,1.2628205128205128,1.1905594405594406,0.0450174825174824,0.0
optometrist,0.1273310023310023,-0.0780885780885781,0.10270979020979021,1.2363053613053614,1.1806526806526807,1.208479020979021,0.07779720279720286,0.0
parking attendant,0.0358391608391608,0.0096153846153846,0.0227272727272727,1.0923659673659674,1.1943473193473193,1.1433566433566433,0.011800699300699252,0.0
pharmacist,0.1212121212121212,-0.0667249417249417,0.09396853146853146,1.2144522144522143,1.18502331002331,1.199737762237762,0.06905594405594409,0.0
physician,0.1614219114219114,-0.0964452214452214,0.1289335664335664,1.2744755244755244,1.173951048951049,1.2242132867132867,0.10402097902097905,0.0
physics teacher,0.1754079254079254,-0.1165501165501165,0.14597902097902096,1.298951048951049,1.2255244755244756,1.2622377622377623,0.12106643356643361,0.0
professor,0.2100815850815851,-0.1474358974358974,0.17875874125874125,1.291083916083916,1.1975524475524475,1.2443181818181817,0.1538461538461539,0.0
psychologist,0.1191724941724941,-0.0696386946386946,0.09440559440559435,1.233974358974359,1.1978438228438228,1.2159090909090908,0.069493006993007,0.0
receptionist,0.0702214452214452,-0.0276806526806526,0.0489510489510489,1.1576340326340326,1.2112470862470863,1.1844405594405596,0.02403846153846155,0.0
sales clerk,0.0512820512820512,-0.0029137529137529,0.027097902097902048,1.1590909090909092,1.236013986013986,1.1975524475524475,0.002185314685314698,0.0
scientist,0.1212121212121212,-0.0728438228438228,0.097027972027972,1.268648018648019,1.1841491841491842,1.2263986013986017,0.07211538461538465,0.0
server,0.0474941724941724,-0.0049533799533799,0.026223776223776148,1.1115967365967363,1.1733682983682985,1.1424825174825175,0.0033508158508159013,0.0
taxi driver,-0.0227272727272727,0.0576923076923076,0.04020979020979015,1.1148018648018647,1.2383449883449884,1.1765734265734267,0.06512237762237749,0.0
truck driver,-0.0061188811188811,0.0201048951048951,0.0131118881118881,1.0871212121212122,1.2275641025641026,1.1573426573426575,0.03802447552447545,0.0
